run_tag,domain,rubric_version,transcript_index,model,label,confidence,reason,criterion_quote
a1_heldout90,career_selfimprovement,final,6,mistral:latest,HIGH,HIGH,"The content provides specific procedural steps (understanding unspoken expectations, building relationships, putting oneself out there) and a concrete action plan (navigating hidden expectations through trial and error). It also offers a solution to a problem (the workplace not being a level playing field for outsiders).","""When I entered the workforce for the first time, it felt as if I had brought a baseball bat to a hockey game. I was swinging and swinging and swinging, trying hard but realizing that I was playing a very different game from everybody else."""
a1_heldout90,career_selfimprovement,final,7,mistral:latest,HIGH,HIGH,"The transcript provides specific procedural steps (competence and commitment) with named methods (showing homework, asking questions, etc.) and concrete outcomes (demonstrating competence, showing dedication). It also offers a specific action plan for making a great impression in a new job.","""Let’s say it’s your first day, and it’s utter chaos... Then make your best guess and just give it a try."""
a1_heldout90,career_selfimprovement,final,8,mistral:latest,HIGH,HIGH,"The content provides specific procedural steps (creating a God's eye view and checklists), concrete outcomes (time savings, reduced errors), an action plan (creating the checklists), and builds sequentially.","""create a God's eye view for an area of your life you enjoy massive Time Savings in the long term"""
a1_heldout90,career_selfimprovement,final,9,mistral:latest,HIGH,HIGH,"The content provides specific procedural steps (time blocking method), concrete outcomes (fixed schedule productivity philosophy), and an action plan (fix the work hour schedule).","""I call this, by the way, this whole philosophy, I call fixed schedule productivity. And I've been doing it since I was a grad student, fix the work hour schedule, that's my commitment."""
a1_heldout90,career_selfimprovement,final,10,mistral:latest,HIGH,HIGH,"The content provides specific procedural steps (1), concrete outcomes or metrics (3), and ideas build sequentially (4). It also contains a specific action plan (3) in the form of the productivity cycle.","""For example, I read the guide to Ali Abdaal’s Feel-Good Productivity, and Shortform even gave me exercises to actually apply the information at the end."""
a1_heldout90,career_selfimprovement,final,11,mistral:latest,HIGH,HIGH,"The content provides specific procedural steps (making a list of hobbies, discovering what you're good at, identifying personality traits, determining what you want out of a career, talking to industry experts, and researching the job market) and concrete outcomes (narrowing down career options, getting a clearer understanding of a career). It also offers a specific action plan (talking to industry experts and researching the job market) to address a problem or risk (finding the right career path).","""Make a List of Your Hobbies"", ""Discover What You’re Good At"", ""Identify Your Personality Traits"", ""Determine What You Want Out of a Career"", ""Talk to Industry Experts"", and ""Research the Job Market"" are all specific procedural steps with named methods."
a1_heldout90,career_selfimprovement,final,12,mistral:latest,HIGH,HIGH,The transcript provides a six-phase roadmap for landing a remote software engineering job and discusses specific factors to consider in the hiring process. It also offers concrete outcomes such as saving time on commuting and being able to manage one's own time more effectively.,"""I'll go over why you might want a remote software engineering role,"" ""With that said, let's get into it. So, first, let's go over why you might want a remote software engineering role,"" ""a six-phase road map that you could start following today to land a remote offer."""
a1_heldout90,career_selfimprovement,final,13,mistral:latest,HIGH,HIGH,"The transcript provides specific procedural steps (writing code by hand vs using AI tools, understanding good code), concrete outcomes (employment statistics for developers), and an action plan (using AI tools while also developing understanding of good code). It does not dominate with motivational language or fear-based messaging.","""In January 2026, the head of Claude Code and Anthropic said he hasn't written a single line of code by hand in over 2 months."""
a1_heldout90,career_selfimprovement,final,14,mistral:latest,HIGH,HIGH,"The transcript provides specific procedural steps (generating code, creating user interfaces, fixing bugs), concrete outcomes (completed application with user profiles and swiping logic), and an action plan for developers using AI (accepting or modifying the output of AI). It also builds sequentially by discussing what AI is good at, its limitations, and how to prepare for future roles.","""Let’s talk about what AI can do and more importantly, how our students of software engineering can prepare for the future roles of a real software engineer."""
a1_heldout90,career_selfimprovement,final,15,mistral:latest,HIGH,HIGH,"The content provides concrete outcomes (number of developers with degrees), specific action plan (college degree and internships), and builds sequentially by explaining the benefits of college for software engineering.","""Now this might not be what you want to hear especially if you're watching a youtube video on this, but the fact remains that this is the standard way to go for getting into the industry."""
a1_heldout90,career_selfimprovement,final,16,mistral:latest,HIGH,HIGH,"The transcript provides specific procedural steps (refinements needed for students to land jobs), concrete outcomes (15% job growth for software developers from 2024 to 2034, 130,000 job openings per year on average), and an action plan (strategies for personal success in the market). It also builds sequentially by first discussing the challenges in the market and then offering solutions.","""Now, of course, we also have AI, right? That's scaring a lot of developers. A lot of companies aren't sure how much they should be hiring... Now, with all of that said, this industry is still seeing some growth."""
a1_heldout90,career_selfimprovement,final,17,mistral:latest,HIGH,HIGH,"The content provides specific procedural steps (paths to become a software engineer), concrete outcomes (IIT JEE, BITSAT, etc.), and an action plan (getting into engineering college with a computer science degree or BCA).","""There are multiple paths, and multiple things that you can use The tracks that you can use to become a software engineer"""
a1_heldout90,career_selfimprovement,final,18,mistral:latest,HIGH,HIGH,"The content provides specific procedural steps (making a good resume, getting job interviews, and preparing for job interviews) and concrete outcomes (a one-page long resume, including technical skills). It also offers a specific action plan (creating a good resume) to address a problem (getting a job interview).","""Here's how to make a very very good resume to maximize your chances of getting that interview offer"""
a1_heldout90,career_selfimprovement,final,19,mistral:latest,HIGH,HIGH,"The transcript provides specific procedural steps (e.g., ""We don't care... We just don't care. We're going to solve problems that matter and we're going to keep running after the next problem""), concrete outcomes (""At a really big tech company, you might have a team of 30 working on something that at Palunteer is just, you know, three or four engineers.""), and an action plan (""We are here to do the hard stuff that no one else can do"").","""We don't care... We just don't care. We're going to solve problems that matter and we're going to keep running after the next problem."""
a1_heldout90,career_selfimprovement,final,20,mistral:latest,HIGH,HIGH,"The transcript provides specific procedural steps (1,3,4), such as creating a grid to illustrate value and defining discrete goals, and offers a concrete action plan for making a counteroffer (4). It also avoids dominant LOW patterns, with motivational language used sparingly and no fear or urgency dominating the content.","""I want you to get those in a grid... You want me to help you break into a new market generate a pipeline of hire a team of..."""
a1_heldout90,career_selfimprovement,final,21,mistral:latest,HIGH,HIGH,The transcript provides specific procedural steps (named methods like researching the company and answering common questions) and concrete outcomes or metrics (solid answers to interview questions). It also offers a specific action plan for salary negotiation (when to bring up the topic of salary during the interview process).,"""Every interaction you make with the recruiter, hiring leader, or a potential colleague, is an opportunity to evaluate if you'd be a great fit to join the organization."""
a1_heldout90,career_selfimprovement,final,22,mistral:latest,HIGH,HIGH,"The transcript provides specific procedural steps (the Zendaya Playbook, tiered pricing with a floor) and concrete outcomes or metrics (Zendaya's negotiated compensation, the comparison of her earnings to Sydney Sweeney's). It also offers a specific action plan for negotiation tactics.","""the Zendaya Playbook the second is your number my terms and the third is tiered pricing with a floor"""
a1_heldout90,career_selfimprovement,final,23,mistral:latest,HIGH,HIGH,"The transcript provides specific procedural steps (tips for negotiating salary), concrete outcomes (financial consequences of not negotiating), and an action plan (five favorite tips). It also builds sequentially by adding new information.","""Then I'm going to share my five favorite tips when negotiating salary, after receiving a job offer."""
a1_heldout90,career_selfimprovement,final,24,mistral:latest,HIGH,HIGH,"The content provides specific procedural steps with named methods (research salary data, build rapport, prepare a compelling case, practice effective communication) and concrete outcomes or metrics (average salary range, significant milestones, positive impact on the organization).","""Research salary Data before entering salary negotiations"", ""look for opportune moments to discuss a salary increase"", ""prepare a detailed list of your accomplishments"", ""develop your negotiation skills and practice your pitch""."
a1_heldout90,career_selfimprovement,final,25,mistral:latest,HIGH,HIGH,"The transcript provides specific procedural steps (Strategy number one, redirect the conversation), concrete outcomes or metrics (the time to discuss salary is after they've fallen in love with you), and an action plan (turn the question around and ask about their budget). It also builds sequentially by adding new information rather than restating the previous one.","""Here are some ways to deal with the question. Strategy number one, redirect the conversation."""
a1_heldout90,career_selfimprovement,final,26,mistral:latest,HIGH,HIGH,"The transcript provides specific procedural steps with named methods (researching salary ranges, studying company policies), concrete outcomes or metrics (salary range, parts of the job that can be done remotely), a specific action plan for negotiation (preparation and mental preparation), and ideas build sequentially.","""First, do your research... Let's say you're negotiating for a salary in a new job... In fact, make a table summarizing the parts of your job that can be done remotely and the parts that require face-to-face interaction."""
a1_heldout90,career_selfimprovement,final,27,mistral:latest,HIGH,HIGH,The content provides specific procedural steps with named methods (deflection techniques) and concrete outcomes or metrics (salary ranges). It also offers a specific action plan for salary negotiations.,"""I'm trying to keep it short to the point and value added"""
a1_heldout90,career_selfimprovement,final,28,mistral:latest,HIGH,HIGH,"The transcript provides specific procedural steps (tactics for salary negotiation), concrete outcomes (up to a million dollars more over a career), and an action plan (proven tactics and exact phrases). It also builds sequentially by adding new information.","""I'm going to show you the how of salary negotiation... I'm here to bring value and I know what I'm worth"""
a1_heldout90,career_selfimprovement,final,29,mistral:latest,HIGH,HIGH,"The content provides specific procedural steps (lack of social media), concrete outcomes (less digital distraction), and an action plan (avoiding social media).","""I think we underestimate the degree... It is specific products and services that are engineered at great expense to pull you back to 'em"""
a1_heldout90,career_selfimprovement,final,0,qwen2.5:7b,LOW,MEDIUM,The transcript is dominated by motivational language and lacks specific procedural steps.,"""And I'm always a bit confused about that because I don't feel like I spend a large amount of time working at all. In fact, most days I only put in about four hours of work each day."""
a1_heldout90,career_selfimprovement,final,1,qwen2.5:7b,LOW,MEDIUM,The transcript is dominated by motivational language and lacks actionable methods.,"""And in that time, there are 10 things that I still use in my life, genuinely use to help make my time management more efficient. Let's talk about them in this video."""
a1_heldout90,career_selfimprovement,final,2,qwen2.5:7b,LOW,MEDIUM,The transcript is dominated by motivational language and lacks specific procedural steps.,"""The ideal of being a machine is actually a trap. It gets in the way of our productivity because it makes us blind to the roots of our actual problems."""
a1_heldout90,career_selfimprovement,final,3,qwen2.5:7b,LOW,MEDIUM,The transcript is dominated by motivational language and lacks specific procedural steps.,"""there is one person that has responsibility for your career and that is you"""
a1_heldout90,career_selfimprovement,final,4,qwen2.5:7b,HIGH,HIGH,Provides specific procedural steps and concrete outcomes.,
a1_heldout90,career_selfimprovement,final,5,qwen2.5:7b,HIGH,MEDIUM,Provides specific procedural steps and outcomes.,
a1_heldout90,career_selfimprovement,final,6,qwen2.5:7b,LOW,MEDIUM,The transcript is dominated by motivational language and lacks specific procedural steps or outcomes.,"""When I entered the workforce for the first time, it felt as if I had brought a baseball bat to a hockey game. I was swinging and swinging and swinging, trying hard but realizing that I was playing a very different game from everybody else."""
a1_heldout90,career_selfimprovement,final,7,qwen2.5:7b,HIGH,HIGH,Provides specific procedural steps and outcomes.,
a1_heldout90,career_selfimprovement,final,8,qwen2.5:7b,HIGH,HIGH,Provides specific procedural steps and concrete outcomes.,
a1_heldout90,career_selfimprovement,final,9,qwen2.5:7b,LOW,MEDIUM,The transcript primarily focuses on the speaker's personal productivity method and does not provide specific procedural steps or outcomes.,"""I'm a time blocker. Time blocker, okay. Yeah. Yeah, so I'm not a big believer in to-do list, I like to grapple with the actual available time."""
a1_heldout90,career_selfimprovement,final,10,qwen2.5:7b,LOW,MEDIUM,The transcript is dominated by motivational language and promotional content.,"""So if you wanna get a 5-day free trial, join Shortform through my Special link, shortform.com/easyactually, or click the link in the description."""
a1_heldout90,career_selfimprovement,final,11,qwen2.5:7b,LOW,MEDIUM,The transcript is dominated by motivational language and lacks concrete procedural steps or outcomes.,"""To try it out for free, check out the link in the description below."""
a1_heldout90,career_selfimprovement,final,12,qwen2.5:7b,LOW,MEDIUM,The transcript is dominated by motivational language and lacks specific procedural steps.,"""I don't think I need to sell you on remote work."""
a1_heldout90,career_selfimprovement,final,13,qwen2.5:7b,LOW,MEDIUM,"The transcript primarily focuses on describing trends and challenges without providing actionable steps, and it uses motivational language.","""Now, the next major trend that I'm noticing is more related to the product"""
a1_heldout90,career_selfimprovement,final,14,qwen2.5:7b,LOW,MEDIUM,"The transcript primarily focuses on warnings and risks without offering concrete mitigation steps, and it dominates with motivational language.","""And all these tools are available to anyone. So I find myself wondering, have we lost our golden tickets to job security?"""
a1_heldout90,career_selfimprovement,final,15,qwen2.5:7b,LOW,MEDIUM,The transcript is dominated by motivational language and lacks specific procedural steps.,"""So the reason I think that college is so effective, is not because of the stuff that you learn in school. Everything you learn in school you can learn somewhere else."""
a1_heldout90,career_selfimprovement,final,16,qwen2.5:7b,LOW,MEDIUM,"The transcript primarily focuses on providing context and statistics without actionable steps, and it repeats warnings about the job market.","""Now that's about 130,000 job openings per year on average from both growth and then replacement needs."""
a1_heldout90,career_selfimprovement,final,17,qwen2.5:7b,LOW,MEDIUM,The transcript is dominated by motivational language and lacks specific procedural steps.,"""So this is straight forward path, you can get into a good engineering college and from there you will get on campus, off campus placement opportunities And you can be a software engineer What you have to do inside college? I will tell you that in the end That how things works"""
a1_heldout90,career_selfimprovement,final,18,qwen2.5:7b,LOW,MEDIUM,The transcript is dominated by motivational language and lacks specific procedural steps.,
a1_heldout90,career_selfimprovement,final,19,qwen2.5:7b,LOW,MEDIUM,"The transcript lacks procedural steps and concrete outcomes, and it is dominated by motivational language.","""I think recruiting is super important and I spend a lot of time thinking about our teams."""
a1_heldout90,career_selfimprovement,final,20,qwen2.5:7b,HIGH,MEDIUM,Provides specific procedural steps and outcomes.,
a1_heldout90,career_selfimprovement,final,21,qwen2.5:7b,LOW,MEDIUM,The transcript is dominated by motivational language and lacks specific procedural steps.,"""It's important to remember that your process begins the moment you get in touch with the company and apply for the job."""
a1_heldout90,career_selfimprovement,final,22,qwen2.5:7b,HIGH,MEDIUM,Provides specific procedural steps and named techniques but lacks concrete outcomes or metrics.,"""first your track record is your leverage Zendaya won Emmys for seasons one and two of euphoria you really can't make the show without her and she has highly visible work in other major franchises so you know when she sat down at the table to make this deal she used those Emmys as a paperweight"""
a1_heldout90,career_selfimprovement,final,23,qwen2.5:7b,HIGH,MEDIUM,Provides concrete outcomes and specific procedural steps.,
a1_heldout90,career_selfimprovement,final,24,qwen2.5:7b,HIGH,HIGH,Provides specific procedural steps and concrete outcomes.,
a1_heldout90,career_selfimprovement,final,25,qwen2.5:7b,HIGH,HIGH,Provides specific procedural steps and concrete outcomes.,
a1_heldout90,career_selfimprovement,final,26,qwen2.5:7b,HIGH,HIGH,Provides specific procedural steps and concrete outcomes.,
a1_heldout90,career_selfimprovement,final,27,qwen2.5:7b,HIGH,MEDIUM,Provides specific procedural steps and named techniques.,
a1_heldout90,career_selfimprovement,final,28,qwen2.5:7b,LOW,MEDIUM,The transcript is dominated by motivational language and fear-based appeals without actionable methods.,"""so if you're tired of selling yourself short or just going with the flow stay with me to the end trust me what you're about to learn could be the difference between a comfortable life and an extraordinary one"""
a1_heldout90,career_selfimprovement,final,29,qwen2.5:7b,LOW,MEDIUM,Repeats the same warning about digital distraction multiple times without offering concrete mitigation steps.,"""We've all heard of FOMO, fear of missing out. I feel like there's the other thing which is fear of missing something bad, right? There's sort of like an anxiety, a more primitive anxiety within us that if we are not engaged on social media or looking at our phone often or texting often, that it's not that we'll miss the party, we'll miss the emergency."""
a1_heldout90,tech_ai,v0,0,llama3.1:latest,HIGH,MEDIUM,"The transcript provides some technical explanations and names specific technologies, but it lacks concrete implementable code concepts, benchmarks, or system design decisions.","""Code concepts, benchmarks, or system design decisions are concrete and implementable"""
a1_heldout90,tech_ai,v0,1,llama3.1:latest,HIGH,HIGH,"The transcript provides accurate technical detail about machine learning and its subsets, explains mechanisms and tradeoffs with technical reasoning, and offers concrete implementable examples.","""Names specific technologies, algorithms, libraries, or architectural patterns with accurate technical detail"""
a1_heldout90,tech_ai,v0,2,llama3.1:latest,HIGH,HIGH,"The transcript provides a clear and accurate explanation of machine learning concepts, including its relationship to AI, deep learning, and various types of supervised and unsupervised learning paradigms.","""Names specific technologies, algorithms, libraries, or architectural patterns with accurate technical detail"""
a1_heldout90,tech_ai,v0,3,llama3.1:latest,HIGH,HIGH,"The transcript provides a clear and accurate explanation of how large language models work, including technical details about their architecture, training process, and parameters.","""Names specific technologies, algorithms, libraries, or architectural patterns with accurate technical detail (e.g. 'use Redis for session caching', 'transformer attention is O(n^2) in sequence length')"""
a1_heldout90,tech_ai,v0,4,llama3.1:latest,HIGH,HIGH,"The transcript provides accurate technical detail about machine learning and AI, explains mechanisms and tradeoffs with technical reasoning, and presents concrete and implementable concepts.","""Names specific technologies, algorithms, libraries, or architectural patterns with accurate technical detail"""
a1_heldout90,tech_ai,v0,5,llama3.1:latest,HIGH,MEDIUM,"The transcript provides a clear explanation of machine learning concepts and algorithms with technical detail, including specific examples and visualizations.","""Names specific technologies, algorithms, libraries, or architectural patterns with accurate technical detail (e.g. 'use Redis for session caching', 'transformer attention is O(n^2) in sequence length')"""
a1_heldout90,tech_ai,v0,6,llama3.1:latest,HIGH,MEDIUM,"The transcript provides a clear explanation of machine learning and deep learning concepts with technical detail, but lacks concrete code examples or system design decisions.","""Names specific technologies, algorithms, libraries, or architectural patterns with accurate technical detail"""
a1_heldout90,tech_ai,v0,7,llama3.1:latest,HIGH,MEDIUM,"The transcript provides some technical explanations and examples of machine learning concepts, but it is primarily focused on a lighthearted and humorous approach rather than providing in-depth technical detail.","""Explains mechanism or tradeoff — not just what but why, with technical reasoning"""
a1_heldout90,tech_ai,v0,8,llama3.1:latest,HIGH,MEDIUM,"The transcript provides accurate technical detail and explanations for various AI concepts, including machine learning subfields and model types, but lacks a clear solution path or implementable code concepts.","""Explains mechanism or tradeoff — not just what but why, with technical reasoning"""
a1_heldout90,tech_ai,v0,9,llama3.1:latest,HIGH,HIGH,The transcript provides specific technical details about system design interviews and explains the mechanism behind a framework with technical reasoning.,"""Explains mechanism or tradeoff — not just what but why, with technical reasoning"""
a1_heldout90,tech_ai,v0,10,llama3.1:latest,HIGH,HIGH,"The transcript provides specific technical details and explanations for system design interviews, including examples of real-world systems and a clear approach to preparation.","""Names specific technologies, algorithms, libraries, or architectural patterns with accurate technical detail (e.g. 'use Redis for session caching', 'transformer attention is O(n^2) in sequence length')"""
a1_heldout90,tech_ai,v0,11,llama3.1:latest,HIGH,HIGH,"The transcript provides accurate technical detail and explanations for various system design challenges and solutions, with a focus on mechanism and tradeoffs.","""Explains mechanism or tradeoff — not just what but why, with technical reasoning"""
a1_heldout90,tech_ai,v0,12,llama3.1:latest,HIGH,HIGH,"The transcript provides specific technical details and explanations about Google's interview process, system design requirements, and scalability considerations, demonstrating a high level of technical accuracy and substance.","""Names specific technologies, algorithms, libraries, or architectural patterns with accurate technical detail (e.g. 'use Redis for session caching', 'transformer attention is O(n^2) in sequence length')"""
a1_heldout90,tech_ai,v0,13,llama3.1:latest,HIGH,HIGH,"The transcript provides accurate technical details and explanations for various algorithms, including consistent hashing, quadtrees, and tries, with a focus on their mechanisms and tradeoffs.","""Explains mechanism or tradeoff — not just what but why, with technical reasoning"""
a1_heldout90,tech_ai,v0,14,llama3.1:latest,HIGH,HIGH,"The transcript provides specific technical guidance on system design interviews, including explanations of mechanisms and tradeoffs, concrete code concepts, and a clear solution path.","""Explains mechanism or tradeoff — not just what but why, with technical reasoning"""
a1_heldout90,tech_ai,v0,15,llama3.1:latest,HIGH,MEDIUM,"The transcript provides specific technical details about system design interviews and Amazon's expectations, but it does not delve into the ""why"" behind these requirements or provide concrete implementable code concepts.","""Explains mechanism or tradeoff — not just what but why, with technical reasoning"""
a1_heldout90,tech_ai,v0,16,llama3.1:latest,HIGH,HIGH,"The transcript provides accurate technical detail about large language models, explains their mechanism and tradeoffs with reasoning, and offers concrete examples of how they work.","""Names specific technologies, algorithms, libraries, or architectural patterns with accurate technical detail (e.g. 'use Redis for session caching', 'transformer attention is O(n^2) in sequence length')"""
a1_heldout90,tech_ai,v0,17,llama3.1:latest,HIGH,HIGH,"The transcript provides accurate technical detail about Large Language Models (LLMs), explains their mechanism and tradeoffs, and offers concrete examples of how to use them.","""Names specific technologies, algorithms, libraries, or architectural patterns with accurate technical detail"""
a1_heldout90,tech_ai,v0,18,llama3.1:latest,HIGH,HIGH,"The transcript provides accurate technical details about AI and human cognition, explaining mechanisms and tradeoffs with technical reasoning.","""Names specific technologies, algorithms, libraries, or architectural patterns with accurate technical detail (e.g. 'use Redis for session caching', 'transformer attention is O(n^2) in sequence length')"""
a1_heldout90,tech_ai,v0,19,llama3.1:latest,HIGH,HIGH,"The transcript provides accurate technical detail about large language models, including their architecture, tokenization process, and attention mechanism, with a clear explanation of the underlying mechanisms.","""Names specific technologies, algorithms, libraries, or architectural patterns with accurate technical detail (e.g. 'use Redis for session caching', 'transformer attention is O(n^2) in sequence length')"""
a1_heldout90,tech_ai,v0,20,llama3.1:latest,HIGH,HIGH,"The transcript provides accurate technical detail and explanation of mechanism or tradeoff, with a clear and implementable solution path to address overfitting in machine learning.","""Explains mechanism or tradeoff — not just what but why, with technical reasoning"""
a1_heldout90,tech_ai,v0,21,llama3.1:latest,HIGH,MEDIUM,The transcript provides a clear explanation of large language models with technical detail and accurate information about their architecture and training data.,"""Names specific technologies, algorithms, libraries, or architectural patterns with accurate technical detail (e.g. 'use Redis for session caching', 'transformer attention is O(n^2) in sequence length')"""
a1_heldout90,tech_ai,v0,22,llama3.1:latest,HIGH,HIGH,"The transcript provides specific technical details about evaluating large language models, including explanations of mechanisms and tradeoffs, concrete code concepts, and a clear solution path for model selection.","""Explains mechanism or tradeoff — not just what but why, with technical reasoning"""
a1_heldout90,tech_ai,v0,23,llama3.1:latest,HIGH,HIGH,"The transcript provides accurate technical detail about large language models, explains their mechanism and tradeoffs with reasoning, and offers concrete implementable code concepts.","""Names specific technologies, algorithms, libraries, or architectural patterns with accurate technical detail"""
a1_heldout90,tech_ai,v0,24,llama3.1:latest,HIGH,HIGH,"The transcript provides accurate technical details about various data structures and their applications, explaining mechanisms and tradeoffs with technical reasoning.","""Explains mechanism or tradeoff — not just what but why, with technical reasoning"""
a1_heldout90,tech_ai,v0,25,llama3.1:latest,HIGH,HIGH,"The transcript provides specific technical details about data structures and algorithms, including accurate explanations of time complexity and space complexity, which are supported by concrete examples and implementable concepts.","""Names specific technologies, algorithms, libraries, or architectural patterns with accurate technical detail (e.g. 'use Redis for session caching', 'transformer attention is O(n^2) in sequence length')"""
a1_heldout90,tech_ai,v0,26,llama3.1:latest,HIGH,HIGH,"The transcript provides accurate technical detail about data structures, explains mechanisms and tradeoffs with reasoning, and presents concrete implementable code concepts.","""Names specific technologies, algorithms, libraries, or architectural patterns with accurate technical detail (e.g. 'use Redis for session caching', 'transformer attention is O(n^2) in sequence length')"""
a1_heldout90,tech_ai,v0,27,llama3.1:latest,HIGH,MEDIUM,"The transcript provides specific technical details and explanations for learning data structures and algorithms efficiently, but it also includes some promotional language and a focus on ease of use rather than technical substance.","""Names specific technologies, algorithms, libraries, or architectural patterns with accurate technical detail"""
a1_heldout90,tech_ai,v0,28,llama3.1:latest,HIGH,MEDIUM,"The transcript provides accurate technical detail and explanations for several sorting algorithms, including their time and space complexities, but lacks a clear solution path or implementation details.","""Explains mechanism or tradeoff — not just what but why, with technical reasoning"""
a1_heldout90,tech_ai,v0,29,llama3.1:latest,HIGH,MEDIUM,"The transcript provides a clear explanation of data structures and their importance in managing data, but lacks specific technical details about algorithms or technologies.","""Names specific technologies, algorithms, libraries, or architectural patterns with accurate technical detail"""
a1_heldout90,tech_ai,v0,0,mistral:latest,HIGH,HIGH,"The content provides accurate technical detail about AI, machine learning, and deep learning, and explains the mechanisms of these technologies with technical reasoning.",'transformer attention is O(n^2) in sequence length'
a1_heldout90,tech_ai,v0,1,mistral:latest,HIGH,HIGH,"The content provides specific technical details about machine learning and its subsets, explains mechanisms (supervised learning, classification model, regression), and offers a concrete solution path for customer retention using supervised machine learning.","'use Redis for session caching', 'transformer attention is O(n^2) in sequence length' (not present but still satisfies criterion 1 by naming specific technologies and algorithms)"
a1_heldout90,tech_ai,v0,2,mistral:latest,HIGH,HIGH,"The content provides accurate technical detail about machine learning, deep learning, and their relationships, explains the mechanism of machine learning with technical reasoning, and covers a specific solution path for supervised learning models.","'Machine learning is a subset of AI that focuses on algorithms that can learn the patterns of training data and then make accurate inferences about new, unseen data', 'The central premise of machine learning is that if you optimize the machine's performance on a dataset of tasks that adequately resemble the real world', 'There are several types of supervised machine learning models. Let's take a look at some of them.'"
a1_heldout90,tech_ai,v0,3,mistral:latest,HIGH,HIGH,"The content names specific technologies (large language models) and algorithms (backpropagation) with accurate technical detail. It also explains the mechanism of how these models work and learn, providing a technical reasoning for their behavior.","'To build a chatbot, you lay out some text that describes an interaction between a user and a hypothetical AI assistant, add on whatever the user types in as the first part of the interaction, and then have the model repeatedly predict the next word that such a hypothetical AI assistant would say in response'"
a1_heldout90,tech_ai,v0,4,mistral:latest,HIGH,HIGH,The content provides accurate technical detail about machine learning and explains its mechanism with technical reasoning. It also covers a specific solution path by discussing the core components of a machine learning system.,"'use Redis for session caching', 'transformer attention is O(n^2) in sequence length'"
a1_heldout90,tech_ai,v0,5,mistral:latest,HIGH,HIGH,"The content names specific technologies (machine learning and AI) with accurate technical detail, explains the mechanism of classification in machine learning, and provides a concrete solution path for classifying moth species.","'An algorithm that does it is called a classifier', 'We’re going to use two features: “wingspan” and “mass”', 'These lines that chop up the decision space are called decision boundaries'"
a1_heldout90,tech_ai,v0,6,mistral:latest,HIGH,HIGH,"The content provides specific technical details about machine learning algorithms and deep learning, explaining the hierarchy of AI, ML, neural networks, and deep learning. It also explains the mechanism of a simple machine learning model with concrete examples and implementable code concepts.","'machine learning algorithms leverage structured labeled data to make predictions', 'we can calculate the output which in this case is the decision to order pizza or not'"
a1_heldout90,tech_ai,v0,7,mistral:latest,HIGH,MEDIUM,The content provides a specific example and explanation of a machine learning concept (decision trees) and discusses the mechanism of machine learning (making predictions and classifications).,"'Explains mechanism or tradeoff — not just what but why, with technical reasoning'"
a1_heldout90,tech_ai,v0,8,mistral:latest,HIGH,HIGH,"The content provides specific technical details about AI, machine learning, and deep learning models, and explains the mechanisms of these technologies with technical reasoning.","'AI is an entire field of study like physics and machine learning is a subfield of AI', 'machine learning is a program that uses input data to train a model that can then make predictions Based on data it has never seen before'"
a1_heldout90,tech_ai,v0,9,mistral:latest,HIGH,HIGH,The content provides specific technical details about a system design interview framework and explains the mechanism (why it's important to follow a structure) with technical reasoning. It also covers a technical problem (system design interviews) with a specific solution path (the proposed framework).,'Our framework provides a time-tested structure. It is simple and powerful. It leads us to ask the right questions and focus on the right things.'
a1_heldout90,tech_ai,v0,10,mistral:latest,HIGH,HIGH,"The content provides specific technical details about system design interviews and explains mechanisms (translating ambiguous problem statements into concrete technical requirements, crafting an architecture and design that satisfies those requirements) with technical reasoning.","'translate an ambiguous problem statement into concrete technical requirements', 'craft an architecture and design that satisfies those requirements'"
a1_heldout90,tech_ai,v0,11,mistral:latest,HIGH,HIGH,"The content names specific technologies (Redis, Memcached, Cassandra) and explains mechanisms (caching strategies, asynchronous writes with message queues, LSM-Tree based databases, database replication) with technical reasoning. It also provides concrete solutions to technical problems.","'By implementing a fast cache layer, the system first checks for data there before hitting the slower database.'"
a1_heldout90,tech_ai,v0,12,mistral:latest,HIGH,HIGH,"The content provides specific technical details about designing systems that scale and managing trade-offs, explains the mechanism of how Google approaches problem-solving, and offers concrete and quantitative solutions.","'A solution must be scalable enough to reach a wide audience, reliable enough to meet our users' needs, and still make efficient use of our resources.'"
a1_heldout90,tech_ai,v0,13,mistral:latest,HIGH,HIGH,"The content provides specific technical details about algorithms (Consistent hashing, Quadtrees, Leaky bucket algorithm, Tries) and explains their mechanisms or tradeoffs.","'use Redis for session caching', 'transformer attention is O(n^2) in sequence length'"
a1_heldout90,tech_ai,v0,14,mistral:latest,HIGH,HIGH,"The content provides specific technical details about system design and tradeoffs, and explains mechanisms with technical reasoning.","'Think about transactionality, about correctness, about things like consistency', 'Every design has constraints. Think about which ones are applicable to your problem'"
a1_heldout90,tech_ai,v0,15,mistral:latest,HIGH,HIGH,"The content provides specific technical details about system design and explains mechanisms (e.g. user interface, networking layer, backhand layer, storage) without resorting to hype or fear-based language.","'how would the user interface look like starting from the front end and going to the back end', 'what would be the wireframes', 'what would the networking layer look like', 'what would the backhand layer look like', 'what would the storage look like'"
